,PLAYER_ID,LEAGUE_ID,Team_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,203107,00,0,380,174,8442.0,982,2100,0.467619,235,662,0.354984,439,535,0.82056,308,780,1088,1520,307,59,502,643,2638
0,1630563,00,0,43,9,789.0,83,221,0.375565,34,114,0.298245,33,44,0.75,30,68,98,61,17,20,45,65,233
0,1628373,00,0,266,60,4792.0,524,1413,0.370842,188,567,0.331569,155,200,0.775,90,404,494,631,194,59,300,532,1391
0,1629111,00,0,49,1,532.0,95,188,0.505319,26,81,0.320987,29,34,0.852941,57,63,120,43,10,13,29,49,245
0,1630240,00,0,82,7,1299.0,159,365,0.435616,21,75,0.28,103,142,0.725352,33,140,173,257,64,24,82,113,442
0,1628396,00,0,163,18,1935.0,332,524,0.633587,3,7,0.428571,88,130,0.676923,269,437,706,88,41,97,96,241,755
0,1630678,00,0,27,3,545.0,105,165,0.636363,9,24,0.375,25,37,0.675675,71,71,142,32,8,6,17,47,244
0,1629004,00,0,218,46,3734.0,509,1278,0.398278,288,816,0.352941,139,177,0.78531,70,325,395,298,130,21,200,227,1445
0,2738,00,0,1219,784,39325.0,5017,10839,0.462865,1078,3258,0.330877,2828,3989,0.708949,1115,4904,6019,5115,1756,629,2226,2163,13940
0,202722,00,0,380,39,7279.0,1010,2387,0.423125,740,1867,0.396357,359,418,0.858851,124,899,1023,384,166,144,219,654,3119
0,201571,00,0,968,334,22701.0,2984,7238,0.412268,1254,3285,0.381735,2005,2313,0.866839,290,1505,1795,3749,565,31,1423,1338,9227
0,1629641,00,0,95,11,1397.0,131,327,0.400611,39,129,0.302325,48,75,0.64,57,124,181,45,35,29,37,103,349
0,1630549,00,0,32,8,391.0,86,149,0.577181,2,7,0.285714,24,41,0.585365,81,79,160,17,10,15,30,60,198
0,203585,00,0,281,120,5548.0,601,1437,0.418232,251,721,0.348127,139,213,0.652582,231,567,798,348,143,47,176,411,1592
0,203457,00,0,450,219,10086.0,1362,2482,0.548751,2,13,0.153846,577,881,0.654937,888,1900,2788,491,572,673,580,1160,3303
0,201961,00,0,767,206,16032.0,2222,5417,0.41019,1207,3155,0.382567,505,599,0.843071,238,1396,1634,851,412,65,505,881,6156
0,202687,00,0,733,310,14628.0,1445,2729,0.529497,0,3,0.0,887,1573,0.56389,1445,3005,4450,437,187,948,670,1611,3777
0,201577,00,0,933,603,20484.0,3417,6369,0.536504,53,179,0.296089,1278,1720,0.743023,2114,2474,4588,788,215,1032,1031,1802,8165
0,1627863,00,0,198,96,4809.0,579,1351,0.428571,307,838,0.366348,230,300,0.766666,128,581,709,260,129,80,161,342,1695
0,203901,00,0,497,395,13349.0,2080,4650,0.447311,190,660,0.287878,674,1080,0.624074,523,1481,2004,2862,587,151,1082,998,5024
0,1628432,00,0,73,6,849.0,94,226,0.415929,45,119,0.378151,16,22,0.727272,17,124,141,59,31,8,22,74,249
0,1630535,00,0,41,0,467.0,60,145,0.413793,7,37,0.189189,35,55,0.636363,35,70,105,23,21,19,22,70,162
0,202083,00,0,892,748,27196.0,3715,8834,0.420534,1774,4700,0.377446,1672,2031,0.823239,450,2131,2581,1782,887,178,1043,1873,10876
0,1628425,00,0,263,29,4420.0,528,1257,0.420047,247,678,0.364306,121,152,0.796052,151,728,879,266,136,47,177,372,1424
0,1629164,00,0,128,11,1558.0,224,573,0.390924,78,248,0.314516,85,116,0.732758,34,175,209,249,52,5,99,126,611
0,203476,00,0,595,208,12261.0,1690,3377,0.500444,174,471,0.369426,913,1154,0.791161,1021,2404,3425,783,464,535,655,1279,4467
0,1628418,00,0,166,108,3385.0,692,1170,0.591452,91,260,0.35,249,326,0.763803,258,697,955,219,61,144,144,307,1724
0,1630201,00,0,87,19,1407.0,193,502,0.384462,81,249,0.325301,59,79,0.746835,19,154,173,200,56,11,54,110,526
0,1630541,00,0,48,10,583.0,76,178,0.426966,37,107,0.345794,28,36,0.777777,17,61,78,21,7,10,13,41,217
0,203503,00,0,597,310,13046.0,1326,3079,0.430659,725,1839,0.394235,273,323,0.845201,171,1197,1368,666,264,138,328,841,3650
0,202683,00,0,748,259,16101.0,3426,6254,0.547809,46,159,0.289308,1451,1868,0.776766,2223,3599,5822,638,296,363,1076,1606,8349
0,1628380,00,0,175,14,3045.0,387,869,0.445339,93,286,0.325174,154,209,0.736842,217,503,720,181,54,118,181,391,1021
0,1627789,00,0,322,56,5137.0,635,1628,0.390049,315,941,0.33475,312,376,0.829787,120,520,640,284,130,41,230,591,1897
0,1630174,00,0,94,4,1201.0,142,344,0.41279,65,209,0.311004,41,52,0.788461,43,169,212,43,33,14,49,149,390
0,203469,00,0,494,273,10973.0,1586,3051,0.519829,32,145,0.220689,998,1365,0.731135,994,1955,2949,691,320,321,522,1281,4202
0,200794,00,0,1084,746,30488.0,5455,11157,0.48893,541,1588,0.34068,3085,4190,0.736276,2343,5330,7673,2378,1326,1045,1828,3246,14536
0,203918,00,0,444,253,10930.0,1684,4017,0.419218,644,1766,0.364665,631,751,0.840213,158,999,1157,733,300,80,425,853,4643
0,1629139,00,0,118,8,1420.0,163,394,0.413705,68,188,0.361702,55,84,0.654761,65,229,294,72,43,37,46,114,449
0,203145,00,0,655,310,13520.0,1929,4663,0.413682,694,1943,0.357179,862,1190,0.724369,237,1831,2068,1153,657,308,903,1332,5414
0,1630553,00,0,29,4,449.0,56,169,0.33136,18,55,0.327272,32,40,0.8,18,40,58,38,17,7,28,46,162
0,203504,00,0,495,130,10377.0,1844,4490,0.41069,563,1635,0.344342,534,659,0.810318,164,712,876,1517,273,52,555,639,4785
0,1630208,00,0,65,5,418.0,61,94,0.648936,0,1,0.0,37,54,0.685185,35,58,93,15,9,20,25,56,159
0,1626208,00,0,30,11,552.0,65,184,0.35326,26,87,0.29885,14,16,0.875,8,37,45,60,11,4,33,51,170
0,1629681,00,0,54,4,642.0,62,184,0.336956,37,119,0.310924,14,19,0.736842,27,57,84,30,28,23,15,78,175
0,1630568,00,0,31,5,358.0,58,129,0.449612,14,42,0.333333,36,55,0.654545,51,39,90,16,9,5,17,52,166
0,1629103,00,0,96,5,1267.0,203,490,0.414285,71,231,0.307359,48,54,0.888888,47,182,229,61,30,28,50,122,525
0,1630198,00,0,92,2,949.0,104,295,0.352542,79,230,0.343478,42,50,0.84,12,74,86,53,24,7,27,77,329
0,203648,00,0,123,10,1084.0,145,289,0.50173,8,51,0.156862,53,100,0.53,105,138,243,80,43,21,75,156,351
0,1627737,00,0,286,147,5285.0,822,1801,0.456413,160,552,0.289855,377,567,0.664902,355,999,1354,294,186,227,348,729,2181
0,1629006,00,0,240,123,4969.0,502,1252,0.400958,144,522,0.275862,380,502,0.756972,217,492,709,274,231,97,214,474,1528
0,1630215,00,0,38,1,302.0,55,130,0.423076,26,74,0.351351,7,12,0.583333,5,31,36,50,13,7,31,43,143
0,1630194,00,0,59,2,430.0,77,151,0.509933,2,13,0.153846,8,18,0.444444,64,69,133,25,33,26,20,71,164
0,1629685,00,0,76,0,921.0,91,217,0.419354,47,139,0.338129,35,44,0.795454,39,152,191,62,32,15,46,79,264
0,1629744,00,0,126,1,1226.0,178,411,0.43309,109,270,0.403703,37,46,0.804347,19,136,155,61,22,4,38,74,502
0,1630579,00,0,35,2,401.0,28,37,0.756756,0,0,0.0,6,18,0.333333,44,75,119,15,6,14,15,50,62
0,1630184,00,0,78,0,1246.0,189,483,0.391304,53,178,0.297752,53,63,0.841269,21,89,110,173,49,11,60,105,484
0,1630264,00,0,63,4,552.0,78,135,0.577777,18,42,0.428571,41,53,0.773584,39,74,113,32,14,14,20,73,215
0,1629633,00,0,132,42,2300.0,345,854,0.403981,89,314,0.283439,97,194,0.5,117,243,360,165,93,52,126,221,876
0,1630233,00,0,69,2,530.0,75,176,0.426136,9,43,0.209302,86,112,0.767857,57,92,149,27,16,18,32,60,245
0,1630561,00,0,21,7,340.0,39,108,0.361111,9,37,0.243243,17,21,0.809523,30,37,67,17,14,7,9,36,104
0,1630249,00,0,22,0,406.0,38,85,0.447058,22,56,0.392857,8,9,0.888888,11,51,62,28,10,5,16,39,106
0,1629109,00,0,166,19,2192.0,171,492,0.34756,135,420,0.321428,30,35,0.857142,111,310,421,80,50,62,41,147,507
0,1629678,00,0,67,3,761.0,80,196,0.408163,39,125,0.312,19,27,0.703703,20,98,118,38,12,9,25,102,218
0,1630572,00,0,37,2,331.0,42,88,0.477272,18,42,0.428571,11,14,0.785714,29,36,65,16,7,7,10,24,113
0,1629649,00,0,58,0,668.0,90,225,0.4,27,91,0.296703,28,38,0.736842,27,71,98,48,12,6,25,62,235
0,1630547,00,0,28,0,296.0,48,136,0.352941,17,49,0.346938,27,31,0.870967,21,27,48,23,7,1,13,28,140
0,2772,00,0,1116,768,32907.0,4130,9787,0.421988,1605,4571,0.351126,1716,2347,0.731146,1077,4268,5345,2375,1627,353,1472,2204,11581
0,1629650,00,0,85,33,1159.0,185,343,0.539358,0,0,0.0,110,184,0.597826,179,292,471,12,38,61,60,134,480
0,1628400,00,0,284,24,4111.0,331,862,0.38399,189,549,0.344262,124,173,0.716763,145,468,613,126,76,19,93,300,975
0,1627823,00,0,291,63,4530.0,521,1230,0.423577,239,692,0.345375,251,367,0.683923,233,749,982,185,112,64,151,314,1532
0,202954,00,0,191,3,3085.0,355,843,0.421115,73,243,0.300411,263,290,0.906896,49,280,329,464,123,33,189,306,1046
0,1630540,00,0,36,2,327.0,27,93,0.290322,13,56,0.232142,8,12,0.666666,4,35,39,40,13,1,5,42,75
0,1630583,00,0,29,0,298.0,38,101,0.376237,4,41,0.09756,12,20,0.6,24,43,67,15,2,9,11,29,92
0,1630190,00,0,48,3,396.0,48,141,0.340425,29,98,0.295918,8,10,0.8,6,52,58,22,10,7,19,29,133
0,1629185,00,0,91,4,1038.0,112,317,0.353312,59,172,0.343023,20,25,0.8,22,95,117,217,42,11,81,90,303
0,1629646,00,0,23,0,168.0,30,47,0.638297,0,4,0.0,9,12,0.75,22,40,62,7,5,17,8,32,69
0,1630551,00,0,35,0,274.0,30,65,0.461538,9,26,0.346153,9,9,1.0,37,33,70,11,7,4,7,32,78
0,1630550,00,0,29,0,246.0,24,54,0.444444,7,26,0.26923,10,16,0.625,11,29,40,18,8,10,8,25,65
0,1629644,00,0,63,9,717.0,69,170,0.405882,21,77,0.272727,17,28,0.607142,33,81,114,34,16,19,21,86,176
0,1630688,00,0,41,0,289.0,25,73,0.342465,11,42,0.261904,5,10,0.5,19,24,43,11,11,6,12,41,66
0,1629620,00,0,43,0,440.0,40,126,0.31746,25,80,0.3125,7,13,0.538461,6,27,33,48,12,2,22,39,112
0,1627756,00,0,256,45,4817.0,680,1728,0.393518,361,1004,0.359561,74,94,0.787234,101,756,857,466,159,31,228,412,1795
0,1630219,00,0,58,5,480.0,76,160,0.475,22,65,0.338461,30,34,0.882352,15,45,60,46,21,2,19,23,204
0,1627774,00,0,241,49,3077.0,453,988,0.458502,129,433,0.297921,124,172,0.72093,102,311,413,127,98,71,121,254,1159
0,1630210,00,0,66,1,354.0,71,188,0.377659,44,125,0.352,20,24,0.833333,1,29,30,24,12,1,24,34,206
0,202334,00,0,718,106,13741.0,1773,3128,0.566815,0,4,0.0,745,1277,0.583398,1589,3024,4613,538,349,565,532,1747,4291
0,1628995,00,0,208,61,3982.0,560,1526,0.366972,236,695,0.339568,257,365,0.704109,112,507,619,172,81,59,183,331,1613
0,1628993,00,0,72,1,538.0,73,152,0.480263,5,20,0.25,31,43,0.72093,75,143,218,31,14,10,28,53,182
0,1628981,00,0,117,13,1051.0,145,281,0.516014,6,41,0.146341,54,87,0.620689,97,217,314,63,22,27,72,148,350
0,1630195,00,0,33,2,219.0,13,44,0.295454,4,17,0.235294,9,11,0.818181,15,24,39,17,6,0,13,25,39
0,1629718,00,0,40,3,370.0,29,101,0.287128,9,42,0.214285,23,25,0.92,19,34,53,17,16,8,14,40,90
0,1629833,00,0,40,1,283.0,25,83,0.301204,14,46,0.304347,4,8,0.5,13,20,33,20,6,1,14,24,68
0,1630698,00,0,24,3,166.0,15,46,0.326086,6,26,0.230769,3,4,0.75,2,9,11,30,3,0,7,11,39
0,1630580,00,0,24,0,160.0,19,50,0.38,13,38,0.342105,5,9,0.555555,4,5,9,7,3,3,2,11,56
0,1630573,00,0,22,0,117.0,17,37,0.459459,15,33,0.454545,0,0,0.0,4,16,20,4,1,2,2,7,49
